,GazeTarget,Condition
4931,QUIZZ,1
4932,QUIZZ,1
4933,QUIZZ,1
4934,QUIZZ,1
4935,QUIZZ,1
4936,QUIZZ,1
4937,QUIZZ,1
4938,QUIZZ,1
4939,QUIZZ,1
4940,QUIZZ,1
4941,QUIZZ,1
4942,QUIZZ,1
4943,QUIZZ,1
4944,QUIZZ,1
4945,QUIZZ,1
4946,QUIZZ,1
4947,QUIZZ,1
4948,QUIZZ,1
4949,QUIZZ,1
4950,QUIZZ,1
4951,QUIZZ,1
4952,QUIZZ,1
4953,QUIZZ,1
4954,QUIZZ,1
4955,QUIZZ,1
4956,QUIZZ,1
4957,QUIZZ,1
4958,QUIZZ,1
4959,QUIZZ,1
4960,QUIZZ,1
4961,QUIZZ,1
4962,QUIZZ,1
4963,QUIZZ,1
4964,QUIZZ,1
4965,QUIZZ,1
4966,QUIZZ,1
4967,QUIZZ,1
4968,QUIZZ,1
4969,QUIZZ,1
4970,QUIZZ,1
4971,QUIZZ,1
4972,QUIZZ,1
4973,QUIZZ,1
4974,QUIZZ,1
4975,QUIZZ,1
4976,QUIZZ,1
4977,QUIZZ,1
4978,QUIZZ,1
4979,QUIZZ,1
4980,QUIZZ,1
4981,QUIZZ,1
4982,QUIZZ,1
4983,UMA,3
4984,UMA,3
4985,UMA,3
4986,UMA,3
4987,UMA,3
4988,UMA,3
4989,UMA,3
4990,UMA,3
4991,UMA,3
4992,UMA,3
4993,UMA,3
4994,UMA,3
4995,UMA,3
4996,UMA,3
4997,UMA,3
4998,UMA,3
4999,UMA,3
5000,UMA,3
5001,UMA,3
5002,UMA,3
5003,UMA,3
5004,UMA,3
5005,UMA,3
5006,UMA,3
5007,UMA,3
5008,UMA,3
5009,UMA,3
5010,UMA,3
5011,UMA,3
5012,UMA,3
5013,UMA,3
5014,UMA,3
5015,UMA,3
5016,UMA,3
5017,UMA,3
5018,UMA,3
5019,UMA,3
5020,UMA,3
5021,UMA,3
5022,UMA,3
5023,UMA,3
5024,UMA,3
5025,UMA,3
5026,UMA,3
5027,UMA,3
5028,UMA,3
5029,UMA,3
5030,UMA,3
5031,UMA,3
5032,UMA,3
5033,UMA,3
5034,UMA,3
5035,UMA,3
5036,UMA,3
5037,UMA,3
5038,UMA,3
5039,UMA,3
5040,UMA,3
5041,UMA,3
5042,UMA,3
5043,UMA,3
5044,UMA,3
5045,UMA,3
5046,UMA,3
5047,UMA,3
5048,UMA,3
5049,UMA,3
5050,UMA,3
5051,UMA,3
5052,UMA,3
5053,UMA,3
5054,UMA,3
5055,UMA,3
5056,UMA,3
5057,UMA,3
5058,UMA,3
5059,UMA,3
5060,UMA,3
5061,UMA,3
5062,UMA,3
5063,UMA,3
5064,UMA,3
5065,UMA,3
5066,UMA,3
5067,UMA,3
5068,UMA,3
5069,UMA,3
5070,UMA,3
5071,UMA,3
5072,UMA,3
5073,UMA,3
5074,UMA,3
5075,UMA,3
5076,UMA,3
5077,UMA,3
5078,UMA,3
5079,UMA,3
5080,UMA,3
5081,UMA,3
5082,UMA,3
5083,UMA,3
5084,UMA,3
5085,UMA,3
5086,UMA,3
5087,UMA,3
5088,UMA,3
5089,UMA,3
5090,UMA,3
5091,UMA,3
5092,UMA,3
5093,UMA,3
5094,UMA,3
5095,UMA,3
5096,UMA,3
5097,UMA,3
5098,UMA,3
5099,UMA,3
5100,UMA,3
5101,UMA,3
5102,UMA,3
5103,UMA,3
5104,UMA,3
5105,UMA,3
5106,UMA,3
5107,UMA,3
5108,UMA,3
5109,UMA,3
5110,UMA,3
5111,UMA,3
5112,UMA,3
5113,UMA,3
5114,UMA,3
5115,UMA,3
5116,UMA,3
5117,UMA,3
5118,UMA,3
5119,UMA,3
5120,UMA,3
5121,UMA,3
5122,UMA,3
5123,UMA,3
5124,UMA,3
5125,UMA,3
5126,UMA,3
5127,UMA,3
5128,UMA,3
5129,UMA,3
5130,UMA,3
5131,UMA,3
5132,UMA,3
5133,UMA,3
5134,UMA,3
5135,UMA,3
5136,UMA,3
5137,UMA,3
5138,UMA,3
5139,UMA,3
5140,UMA,3
5141,UMA,3
5142,UMA,3
5143,UMA,3
5144,UMA,3
5145,UMA,3
5146,UMA,3
5147,UMA,3
5148,UMA,3
5149,UMA,3
5150,UMA,3
5151,UMA,3
5152,UMA,3
5153,UMA,3
5154,UMA,3
5155,UMA,3
5156,UMA,3
5157,UMA,3
5158,UMA,3
5159,UMA,3
5160,QUIZZ,3
5161,QUIZZ,3
5162,QUIZZ,3
5163,QUIZZ,3
5164,QUIZZ,3
5165,QUIZZ,3
5166,QUIZZ,3
5167,QUIZZ,3
5168,QUIZZ,3
5169,QUIZZ,3
5170,QUIZZ,3
5171,QUIZZ,3
5172,QUIZZ,3
5173,QUIZZ,3
5174,QUIZZ,3
5175,QUIZZ,3
5176,QUIZZ,3
5177,QUIZZ,3
5178,QUIZZ,3
5179,QUIZZ,3
5180,QUIZZ,3
5181,QUIZZ,3
5182,QUIZZ,3
5183,QUIZZ,3
5184,QUIZZ,3
5185,QUIZZ,3
5186,QUIZZ,3
5187,QUIZZ,3
5188,QUIZZ,3
5189,QUIZZ,3
5190,QUIZZ,3
5191,QUIZZ,3
5192,QUIZZ,3
5193,QUIZZ,3
5194,QUIZZ,3
5195,QUIZZ,3
5196,QUIZZ,3
5197,QUIZZ,3
5198,QUIZZ,3
5199,QUIZZ,3
5200,QUIZZ,3
5201,QUIZZ,3
5202,QUIZZ,3
5203,QUIZZ,3
5204,QUIZZ,3
5205,QUIZZ,3
5206,QUIZZ,3
5207,QUIZZ,3
5208,QUIZZ,3
5209,QUIZZ,3
5210,QUIZZ,3
5211,QUIZZ,3
5212,QUIZZ,3
5213,QUIZZ,3
5214,QUIZZ,3
5215,QUIZZ,3
5216,QUIZZ,3
5217,QUIZZ,3
5218,QUIZZ,3
5219,QUIZZ,3
5220,QUIZZ,3
5221,QUIZZ,3
5222,QUIZZ,3
5223,QUIZZ,3
5224,QUIZZ,3
5225,QUIZZ,3
5226,QUIZZ,3
5227,QUIZZ,3
5228,QUIZZ,3
5229,QUIZZ,3
5230,QUIZZ,3
5231,QUIZZ,3
5232,QUIZZ,3
5233,QUIZZ,3
5234,QUIZZ,3
5235,QUIZZ,3
5236,QUIZZ,3
5237,QUIZZ,3
5238,QUIZZ,3
5239,QUIZZ,3
5240,QUIZZ,3
5241,QUIZZ,3
5242,QUIZZ,3
5243,QUIZZ,3
5244,QUIZZ,3
5245,UMA,2
5246,UMA,2
5247,UMA,2
5248,UMA,2
5249,UMA,2
5250,UMA,2
5251,UMA,2
5252,UMA,2
5253,UMA,2
5254,UMA,2
5255,UMA,2
5256,UMA,2
5257,UMA,2
5258,UMA,2
5259,UMA,2
5260,UMA,2
5261,UMA,2
5262,UMA,2
5263,UMA,2
5264,UMA,2
5265,UMA,2
5266,UMA,2
5267,UMA,2
5268,UMA,2
5269,UMA,2
5270,UMA,2
5271,UMA,2
5272,UMA,2
5273,UMA,2
5274,UMA,2
5275,UMA,2
5276,UMA,2
5277,UMA,2
5278,UMA,2
5279,UMA,2
5280,UMA,2
5281,UMA,2
5282,UMA,2
5283,UMA,2
5284,UMA,2
5285,UMA,2
5286,UMA,2
5287,UMA,2
5288,UMA,2
5289,UMA,2
5290,UMA,2
5291,UMA,2
5292,UMA,2
5293,UMA,2
5294,UMA,2
5295,UMA,2
5296,UMA,2
5297,UMA,2
5298,UMA,2
5299,UMA,2
5300,UMA,2
5301,UMA,2
5302,UMA,2
5303,UMA,2
5304,UMA,2
5305,UMA,2
5306,UMA,2
5307,UMA,2
5308,UMA,2
5309,UMA,2
5310,UMA,2
5311,UMA,2
5312,UMA,2
5313,UMA,2
5314,UMA,2
5315,UMA,2
5316,UMA,2
5317,UMA,2
5318,UMA,2
5319,UMA,2
5320,UMA,2
5321,UMA,2
5322,UMA,2
5323,UMA,2
5324,UMA,2
5325,UMA,2
5326,UMA,2
5327,UMA,2
5328,UMA,2
5329,UMA,2
5330,UMA,2
5331,UMA,2
5332,UMA,2
5333,UMA,2
5334,UMA,2
5335,UMA,2
5336,UMA,2
5337,UMA,2
5338,UMA,2
5339,UMA,2
5340,UMA,2
5341,UMA,2
5342,UMA,2
5343,UMA,2
5344,UMA,2
5345,UMA,2
5346,UMA,2
5347,UMA,2
5348,UMA,2
5349,UMA,2
5350,UMA,2
5351,UMA,2
5352,UMA,2
5353,UMA,2
5354,UMA,2
5355,UMA,2
5356,UMA,2
5357,UMA,2
5358,UMA,2
5359,UMA,2
5360,UMA,2
5361,UMA,2
5362,UMA,2
5363,UMA,2
5364,UMA,2
5365,UMA,2
5366,UMA,2
5367,QUIZZ,2
5368,QUIZZ,2
5369,QUIZZ,2
5370,QUIZZ,2
5371,QUIZZ,2
5372,QUIZZ,2
5373,QUIZZ,2
5374,QUIZZ,2
5375,QUIZZ,2
5376,QUIZZ,2
5377,QUIZZ,2
5378,QUIZZ,2
5379,QUIZZ,2
5380,QUIZZ,2
5381,QUIZZ,2
5382,QUIZZ,2
5383,QUIZZ,2
5384,QUIZZ,2
5385,QUIZZ,2
5386,QUIZZ,2
5387,QUIZZ,2
5388,QUIZZ,2
5389,QUIZZ,2
5390,QUIZZ,2
5391,QUIZZ,2
5392,QUIZZ,2
5393,QUIZZ,2
5394,QUIZZ,2
5395,QUIZZ,2
5396,QUIZZ,2
5397,QUIZZ,2
5398,QUIZZ,2
5399,QUIZZ,2
5400,QUIZZ,2
5401,QUIZZ,2
5402,QUIZZ,2
5403,QUIZZ,2
5404,QUIZZ,2
5405,QUIZZ,2
5406,QUIZZ,2
5407,QUIZZ,2
5408,QUIZZ,2
5409,QUIZZ,2
5410,QUIZZ,2
5411,QUIZZ,2
5412,QUIZZ,2
5413,QUIZZ,2
5414,QUIZZ,2
5415,QUIZZ,2
5416,QUIZZ,2
5417,QUIZZ,2
5418,QUIZZ,2
5419,QUIZZ,2
5420,QUIZZ,2
5421,QUIZZ,2
5422,QUIZZ,2
5423,QUIZZ,2
5424,QUIZZ,2
5425,QUIZZ,2
5426,QUIZZ,2
5427,QUIZZ,2
5428,QUIZZ,2
5429,QUIZZ,2
5430,QUIZZ,2
5431,QUIZZ,2
5432,QUIZZ,2
5433,QUIZZ,2
5434,QUIZZ,2
5435,QUIZZ,2
5436,QUIZZ,2
5437,QUIZZ,2
5438,QUIZZ,2
5439,QUIZZ,2
5440,QUIZZ,2
5441,QUIZZ,2
5442,QUIZZ,2
5443,QUIZZ,2
5444,QUIZZ,2
5445,QUIZZ,2
5446,QUIZZ,2
5447,QUIZZ,2
5448,QUIZZ,2
5449,QUIZZ,2
5450,QUIZZ,2
5451,QUIZZ,2
5452,QUIZZ,2
5453,QUIZZ,2
5454,QUIZZ,2
5455,QUIZZ,2
5456,QUIZZ,2
5457,QUIZZ,2
5458,QUIZZ,2
5459,QUIZZ,2
5460,QUIZZ,2
5461,QUIZZ,2
5462,QUIZZ,2
5463,QUIZZ,2
5464,QUIZZ,2
5465,QUIZZ,2
5466,QUIZZ,2
5467,QUIZZ,2
5468,QUIZZ,2
5469,QUIZZ,2
5470,QUIZZ,2
5471,QUIZZ,2
5472,QUIZZ,2
5473,QUIZZ,2
5474,QUIZZ,2
5475,QUIZZ,2
5476,QUIZZ,2
5477,QUIZZ,2
5478,QUIZZ,2
5479,QUIZZ,2
5480,QUIZZ,2
5481,QUIZZ,2
5482,QUIZZ,2
5483,QUIZZ,2
5484,QUIZZ,2
5485,QUIZZ,2
5486,QUIZZ,2
5487,QUIZZ,2
5488,QUIZZ,2
5489,QUIZZ,2
5490,QUIZZ,2
5491,QUIZZ,2
5492,QUIZZ,2
5493,QUIZZ,2
5494,QUIZZ,2
5495,QUIZZ,2
5496,QUIZZ,2
5497,UMA,4
5498,UMA,4
5499,UMA,4
5500,UMA,4
5501,UMA,4
5502,UMA,4
5503,UMA,4
5504,UMA,4
5505,UMA,4
5506,UMA,4
5507,UMA,4
5508,UMA,4
5509,UMA,4
5510,UMA,4
5511,UMA,4
5512,UMA,4
5513,UMA,4
5514,UMA,4
5515,UMA,4
5516,UMA,4
5517,UMA,4
5518,UMA,4
5519,UMA,4
5520,UMA,4
5521,UMA,4
5522,UMA,4
5523,UMA,4
5524,UMA,4
5525,UMA,4
5526,UMA,4
5527,UMA,4
5528,UMA,4
5529,UMA,4
5530,UMA,4
5531,UMA,4
5532,UMA,4
5533,UMA,4
5534,UMA,4
5535,UMA,4
5536,UMA,4
5537,UMA,4
5538,UMA,4
5539,UMA,4
5540,UMA,4
5541,UMA,4
5542,UMA,4
5543,UMA,4
5544,UMA,4
5545,UMA,4
5546,UMA,4
5547,UMA,4
5548,UMA,4
5549,UMA,4
5550,UMA,4
5551,UMA,4
5552,UMA,4
5553,UMA,4
5554,UMA,4
5555,UMA,4
5556,UMA,4
5557,UMA,4
5558,UMA,4
5559,UMA,4
5560,UMA,4
5561,UMA,4
5562,UMA,4
5563,UMA,4
5564,UMA,4
5565,UMA,4
5566,UMA,4
5567,UMA,4
5568,UMA,4
5569,UMA,4
5570,UMA,4
5571,UMA,4
5572,UMA,4
5573,UMA,4
5574,UMA,4
5575,UMA,4
5576,UMA,4
5577,UMA,4
5578,UMA,4
5579,UMA,4
5580,UMA,4
5581,UMA,4
5582,UMA,4
5583,UMA,4
5584,UMA,4
5585,UMA,4
5586,UMA,4
5587,UMA,4
5588,UMA,4
5589,UMA,4
5590,UMA,4
5591,UMA,4
5592,UMA,4
5593,UMA,4
5594,UMA,4
5595,UMA,4
5596,UMA,4
5597,UMA,4
5598,UMA,4
5599,UMA,4
5600,UMA,4
5601,UMA,4
5602,UMA,4
5603,UMA,4
5604,UMA,4
5605,UMA,4
5606,UMA,4
5607,UMA,4
5608,UMA,4
5609,UMA,4
5610,UMA,4
5611,UMA,4
5612,UMA,4
5613,UMA,4
5614,UMA,4
5615,UMA,4
5616,UMA,4
5617,UMA,4
5618,UMA,4
5619,UMA,4
5620,UMA,4
5621,UMA,4
5622,UMA,4
5623,UMA,4
5624,UMA,4
5625,UMA,4
5626,UMA,4
5627,UMA,4
5628,UMA,4
5629,UMA,4
5630,UMA,4
5631,UMA,4
5632,UMA,4
5633,UMA,4
5634,UMA,4
5635,UMA,4
5636,UMA,4
5637,UMA,4
5638,QUIZZ,4
5639,QUIZZ,4
5640,QUIZZ,4
5641,QUIZZ,4
5642,QUIZZ,4
5643,QUIZZ,4
5644,QUIZZ,4
5645,QUIZZ,4
5646,QUIZZ,4
5647,QUIZZ,4
5648,QUIZZ,4
5649,QUIZZ,4
5650,QUIZZ,4
5651,QUIZZ,4
5652,QUIZZ,4
5653,QUIZZ,4
5654,QUIZZ,4
5655,QUIZZ,4
5656,QUIZZ,4
5657,QUIZZ,4
5658,QUIZZ,4
5659,QUIZZ,4
5660,QUIZZ,4
5661,QUIZZ,4
5662,QUIZZ,4
5663,QUIZZ,4
5664,QUIZZ,4
5665,QUIZZ,4
5666,QUIZZ,4
5667,QUIZZ,4
5668,QUIZZ,4
5669,QUIZZ,4
5670,QUIZZ,4
5671,QUIZZ,4
5672,QUIZZ,4
5673,QUIZZ,4
5674,QUIZZ,4
5675,QUIZZ,4
5676,QUIZZ,4
5677,QUIZZ,4
5678,QUIZZ,4
5679,QUIZZ,4
5680,QUIZZ,4
5681,QUIZZ,4
5682,QUIZZ,4
5683,QUIZZ,4
5684,QUIZZ,4
5685,QUIZZ,4
5686,QUIZZ,4
5687,QUIZZ,4
5688,QUIZZ,4
5689,QUIZZ,4
5690,QUIZZ,4
5691,QUIZZ,4
5692,QUIZZ,4
5693,QUIZZ,4
5694,QUIZZ,4
5695,QUIZZ,4
5696,QUIZZ,4
5697,QUIZZ,4
5698,QUIZZ,4
5699,QUIZZ,4
5700,QUIZZ,4
5701,QUIZZ,4
5702,QUIZZ,4
5703,QUIZZ,4
5704,QUIZZ,4
5705,QUIZZ,4
5706,QUIZZ,4
5707,QUIZZ,4
5708,QUIZZ,4
5709,QUIZZ,4
5710,QUIZZ,4
5711,QUIZZ,4
5712,QUIZZ,4
5713,QUIZZ,4
5714,QUIZZ,4
5715,QUIZZ,4
5716,QUIZZ,4
5717,QUIZZ,4
5718,QUIZZ,4
5719,QUIZZ,4
5720,QUIZZ,4
5721,QUIZZ,4
5722,QUIZZ,4
5723,QUIZZ,4
5724,QUIZZ,4
5725,QUIZZ,4
5726,QUIZZ,4
5727,QUIZZ,4
5728,QUIZZ,4
5729,QUIZZ,4
5730,QUIZZ,4
5731,QUIZZ,4
5732,QUIZZ,4
5733,QUIZZ,4
5734,QUIZZ,4
5735,QUIZZ,4
5736,QUIZZ,4
5737,QUIZZ,4
5738,QUIZZ,4
5739,QUIZZ,4
5740,QUIZZ,4
5741,QUIZZ,4
5742,QUIZZ,4
5743,QUIZZ,4
5744,QUIZZ,4
5745,QUIZZ,4
5746,QUIZZ,4
5747,QUIZZ,4
5748,QUIZZ,4
5749,QUIZZ,4
5750,QUIZZ,4
5751,QUIZZ,4
5752,QUIZZ,4
5753,QUIZZ,4
5754,QUIZZ,4
5755,QUIZZ,4
5756,QUIZZ,4
5757,QUIZZ,4
5758,QUIZZ,4
5759,QUIZZ,4
5760,QUIZZ,4
5761,QUIZZ,4
5762,QUIZZ,4
5763,QUIZZ,4
5764,QUIZZ,4
5765,QUIZZ,4
5766,QUIZZ,4
5767,QUIZZ,4
5768,QUIZZ,4
5769,QUIZZ,4
5770,QUIZZ,4
5771,QUIZZ,4
5772,QUIZZ,4
5773,QUIZZ,4
5774,QUIZZ,4
5775,QUIZZ,4
5776,QUIZZ,4
5777,QUIZZ,4
5778,QUIZZ,4
5779,QUIZZ,4
5780,QUIZZ,4
5781,QUIZZ,4
5782,QUIZZ,4
5783,QUIZZ,4
5784,QUIZZ,4
5785,UMA,5
5786,UMA,5
5787,UMA,5
5788,UMA,5
5789,UMA,5
5790,UMA,5
5791,UMA,5
5792,UMA,5
5793,UMA,5
5794,UMA,5
5795,UMA,5
5796,UMA,5
5797,UMA,5
5798,UMA,5
5799,UMA,5
5800,UMA,5
5801,UMA,5
5802,UMA,5
5803,UMA,5
5804,UMA,5
5805,UMA,5
5806,UMA,5
5807,UMA,5
5808,UMA,5
5809,UMA,5
5810,UMA,5
5811,UMA,5
5812,UMA,5
5813,UMA,5
5814,UMA,5
5815,UMA,5
5816,UMA,5
5817,UMA,5
5818,UMA,5
5819,UMA,5
5820,UMA,5
5821,UMA,5
5822,UMA,5
5823,UMA,5
5824,UMA,5
5825,UMA,5
5826,UMA,5
5827,UMA,5
5828,UMA,5
5829,UMA,5
5830,UMA,5
5831,UMA,5
5832,UMA,5
5833,UMA,5
5834,UMA,5
5835,UMA,5
5836,UMA,5
5837,UMA,5
5838,UMA,5
5839,UMA,5
5840,UMA,5
5841,UMA,5
5842,UMA,5
5843,UMA,5
5844,UMA,5
5845,UMA,5
5846,UMA,5
5847,UMA,5
5848,UMA,5
5849,UMA,5
5850,UMA,5
5851,UMA,5
5852,UMA,5
5853,UMA,5
5854,UMA,5
5855,UMA,5
5856,UMA,5
5857,UMA,5
5858,UMA,5
5859,UMA,5
5860,UMA,5
5861,UMA,5
5862,UMA,5
5863,UMA,5
5864,UMA,5
5865,UMA,5
5866,UMA,5
5867,UMA,5
5868,UMA,5
5869,UMA,5
5870,UMA,5
5871,UMA,5
5872,UMA,5
5873,UMA,5
5874,UMA,5
5875,UMA,5
5876,UMA,5
5877,UMA,5
5878,UMA,5
5879,UMA,5
5880,UMA,5
5881,UMA,5
5882,UMA,5
5883,UMA,5
5884,UMA,5
5885,UMA,5
5886,UMA,5
5887,UMA,5
5888,UMA,5
5889,UMA,5
5890,UMA,5
5891,UMA,5
5892,UMA,5
5893,UMA,5
5894,UMA,5
5895,UMA,5
5896,UMA,5
5897,UMA,5
5898,UMA,5
5899,UMA,5
5900,UMA,5
5901,UMA,5
5902,UMA,5
5903,UMA,5
5904,UMA,5
5905,UMA,5
5906,UMA,5
5907,UMA,5
5908,UMA,5
5909,UMA,5
5910,UMA,5
5911,UMA,5
5912,UMA,5
5913,UMA,5
5914,UMA,5
5915,UMA,5
5916,UMA,5
5917,UMA,5
5918,UMA,5
5919,UMA,5
5920,UMA,5
5921,UMA,5
5922,UMA,5
5923,UMA,5
5924,UMA,5
5925,UMA,5
5926,UMA,5
5927,UMA,5
5928,UMA,5
5929,UMA,5
5930,UMA,5
5931,UMA,5
5932,UMA,5
5933,UMA,5
5934,UMA,5
5935,UMA,5
5936,UMA,5
5937,UMA,5
5938,UMA,5
5939,UMA,5
5940,UMA,5
5941,UMA,5
5942,QUIZZ,5
5943,QUIZZ,5
5944,QUIZZ,5
5945,QUIZZ,5
5946,QUIZZ,5
5947,QUIZZ,5
5948,QUIZZ,5
5949,QUIZZ,5
5950,QUIZZ,5
5951,QUIZZ,5
5952,QUIZZ,5
5953,QUIZZ,5
5954,QUIZZ,5
5955,QUIZZ,5
5956,QUIZZ,5
5957,QUIZZ,5
5958,QUIZZ,5
5959,QUIZZ,5
5960,QUIZZ,5
5961,QUIZZ,5
5962,QUIZZ,5
5963,QUIZZ,5
5964,QUIZZ,5
5965,QUIZZ,5
5966,QUIZZ,5
5967,QUIZZ,5
5968,QUIZZ,5
5969,QUIZZ,5
5970,QUIZZ,5
5971,QUIZZ,5
5972,QUIZZ,5
5973,QUIZZ,5
5974,QUIZZ,5
5975,QUIZZ,5
5976,QUIZZ,5
5977,QUIZZ,5
5978,QUIZZ,5
5979,QUIZZ,5
5980,QUIZZ,5
5981,QUIZZ,5
5982,QUIZZ,5
5983,QUIZZ,5
5984,QUIZZ,5
5985,QUIZZ,5
5986,QUIZZ,5
5987,QUIZZ,5
5988,QUIZZ,5
5989,QUIZZ,5
5990,QUIZZ,5
5991,QUIZZ,5
5992,QUIZZ,5
5993,QUIZZ,5
5994,QUIZZ,5
5995,QUIZZ,5
5996,QUIZZ,5
5997,QUIZZ,5
5998,QUIZZ,5
5999,QUIZZ,5
6000,QUIZZ,5
6001,QUIZZ,5
6002,QUIZZ,5
6003,QUIZZ,5
6004,QUIZZ,5
6005,QUIZZ,5
6006,QUIZZ,5
6007,QUIZZ,5
6008,QUIZZ,5
6009,QUIZZ,5
6010,QUIZZ,5
6011,QUIZZ,5
6012,QUIZZ,5
6013,QUIZZ,5
6014,QUIZZ,5
6015,QUIZZ,5
6016,QUIZZ,5
6017,QUIZZ,5
6018,QUIZZ,5
6019,QUIZZ,5
6020,QUIZZ,5
6021,QUIZZ,5
6022,QUIZZ,5
6023,QUIZZ,5
6024,QUIZZ,5
6025,QUIZZ,5
6026,QUIZZ,5
6027,QUIZZ,5
6028,QUIZZ,5
6029,QUIZZ,5
6030,QUIZZ,5
6031,QUIZZ,5
6032,QUIZZ,5
6033,QUIZZ,5
6034,QUIZZ,5
6035,QUIZZ,5
6036,QUIZZ,5
6037,QUIZZ,5
6038,QUIZZ,5
6039,QUIZZ,5
6040,QUIZZ,5
6041,QUIZZ,5
6042,QUIZZ,5
6043,QUIZZ,5
6044,QUIZZ,5
6045,QUIZZ,5
6046,QUIZZ,5
6047,QUIZZ,5
6048,QUIZZ,5
6049,QUIZZ,5
6050,QUIZZ,5
6051,QUIZZ,5
6052,QUIZZ,5
6053,QUIZZ,5
6054,QUIZZ,5
6055,QUIZZ,5
6056,QUIZZ,5
6057,QUIZZ,5
6058,QUIZZ,5
6059,QUIZZ,5
6060,QUIZZ,5
6061,QUIZZ,5
6062,QUIZZ,5
6063,QUIZZ,5
6064,QUIZZ,5
6065,QUIZZ,5
6066,QUIZZ,5
6067,QUIZZ,5
6068,QUIZZ,5
6069,QUIZZ,5
6070,QUIZZ,5
6071,QUIZZ,5
6072,QUIZZ,5
6073,QUIZZ,5
6074,QUIZZ,5
6075,QUIZZ,5
6076,QUIZZ,5
6077,QUIZZ,5
6078,QUIZZ,5
6079,QUIZZ,5
6080,QUIZZ,5
6081,QUIZZ,5
6082,QUIZZ,5
6083,QUIZZ,5
6084,QUIZZ,5
6085,QUIZZ,5
6086,QUIZZ,5
6087,QUIZZ,5
6088,QUIZZ,5
6089,QUIZZ,5
6090,QUIZZ,5
6091,QUIZZ,5
6092,QUIZZ,5
6093,QUIZZ,5
6094,QUIZZ,5
6095,QUIZZ,5
6096,QUIZZ,5
6097,QUIZZ,5
6098,QUIZZ,5
6099,QUIZZ,5
6100,QUIZZ,5
6101,QUIZZ,5
6102,QUIZZ,5
6103,QUIZZ,5
6104,QUIZZ,5
6105,QUIZZ,5
6106,QUIZZ,5
6107,QUIZZ,5
6108,QUIZZ,5
6109,QUIZZ,5
6110,QUIZZ,5
6111,QUIZZ,5
6112,QUIZZ,5
6113,QUIZZ,5
6114,QUIZZ,5
6115,QUIZZ,5
6116,QUIZZ,5
6117,QUIZZ,5
6118,QUIZZ,5
6119,QUIZZ,5
6120,UMA,1
6121,UMA,1
6122,UMA,1
6123,UMA,1
6124,UMA,1
6125,UMA,1
6126,UMA,1
6127,UMA,1
6128,UMA,1
6129,UMA,1
6130,UMA,1
6131,UMA,1
6132,UMA,1
6133,UMA,1
6134,UMA,1
6135,UMA,1
6136,UMA,1
6137,UMA,1
6138,UMA,1
6139,UMA,1
6140,UMA,1
6141,UMA,1
6142,UMA,1
6143,UMA,1
6144,UMA,1
6145,UMA,1
6146,UMA,1
6147,UMA,1
6148,UMA,1
6149,UMA,1
6150,UMA,1
6151,UMA,1
6152,UMA,1
6153,UMA,1
6154,UMA,1
6155,UMA,1
6156,UMA,1
6157,UMA,1
6158,UMA,1
6159,UMA,1
6160,UMA,1
6161,UMA,1
6162,UMA,1
6163,UMA,1
6164,UMA,1
6165,UMA,1
6166,UMA,1
6167,UMA,1
6168,UMA,1
6169,UMA,1
6170,UMA,1
6171,UMA,1
6172,UMA,1
6173,UMA,1
6174,UMA,1
6175,UMA,1
6176,UMA,1
6177,UMA,1
6178,UMA,1
6179,UMA,1
6180,UMA,1
6181,UMA,1
6182,UMA,1
6183,UMA,1
6184,UMA,1
6185,UMA,1
6186,UMA,1
6187,UMA,1
6188,UMA,1
6189,UMA,1
6190,UMA,1
6191,UMA,1
6192,UMA,1
6193,UMA,1
6194,UMA,1
6195,UMA,1
6196,UMA,1
6197,UMA,1
6198,UMA,1
6199,UMA,1
6200,UMA,1
6201,UMA,1
6202,UMA,1
6203,UMA,1
6204,UMA,1
6205,UMA,1
6206,UMA,1
6207,UMA,1
6208,UMA,1
6209,UMA,1
6210,UMA,1
6211,UMA,1
6212,UMA,1
6213,UMA,1
6214,UMA,1
6215,UMA,1
6216,UMA,1
6217,UMA,1
6218,UMA,1
6219,UMA,1
6220,UMA,1
6221,UMA,1
6222,UMA,1
6223,UMA,1
6224,UMA,1
6225,UMA,1
6226,UMA,1
6227,UMA,1
6228,UMA,1
6229,UMA,1
6230,UMA,1
6231,UMA,1
6232,UMA,1
6233,UMA,1
6234,UMA,1
6235,UMA,1
6236,UMA,1
6237,UMA,1
6238,UMA,1
6239,UMA,1
6240,UMA,1
6241,UMA,1
6242,UMA,1
6243,UMA,1
6244,UMA,1
6245,UMA,1
6246,UMA,1
6247,UMA,1
6248,UMA,1
6249,UMA,1
6250,UMA,1
6251,UMA,1
6252,UMA,1
6253,UMA,1
6254,UMA,1
6255,UMA,1
6256,UMA,1
6257,UMA,1
6258,UMA,1
6259,UMA,1
6260,UMA,1
6261,UMA,1
6262,UMA,1
6263,UMA,1
6264,UMA,1
6265,UMA,1
6266,UMA,1
6267,UMA,1
6268,UMA,1
6269,UMA,1
6270,UMA,1
6271,UMA,1
6272,UMA,1
6273,UMA,1
6274,UMA,1
6275,UMA,1
6276,UMA,1
6277,UMA,1
6278,UMA,1
6279,UMA,1
6280,UMA,1
6281,UMA,1
6282,UMA,1
6283,UMA,1
6284,UMA,1
6285,UMA,1
6286,UMA,1
